"externalId","courseSectionExternalId","classBeginningTime","classEndingTime","classMeetingDays","InstructionSiteName","InstructionSiteType"
"EA  170  PO-01 SP2021138557","EA  170  PO-01 SP2021","1245","1545","--T----","ONLISYNC","OnCampus"
"EA  185  PO-01 SP2020128746","EA  185  PO-01 SP2020","935","1050","--T-R--","HIVE124 ","OnCampus"
"EA  190L KS-01 FA2020133827","EA  190L KS-01 FA2020","0","0","-------","ONLI    ","OnCampus"
"EA  191  KS-01 SP2020130002","EA  191  KS-01 SP2020","0","0","-------","ARR    ","OnCampus"
"ECON050  CM-06 FA2020135117","ECON050  CM-06 FA2020","915","1030","-M-W---","ONLI    ","OnCampus"
"ECON054  HM-01 SP2020129819","ECON054  HM-01 SP2020","1445","1600","--T-R--","SHAN1480","OnCampus"
"ECON086  CM-05 SP2020127392","ECON086  CM-05 SP2020","810","925","--T-R--","BC36  ","OnCampus"
"ECON100  CM-01 SP2021138987","ECON100  CM-01 SP2021","915","1030","-M-W---","ONLI    ","OnCampus"
"ECON101  CM-05 FA2020132101","ECON101  CM-05 FA2020","1430","1545","-M-W---","ONLI    ","OnCampus"
"ECON101  SC-01 FA2020132304","ECON101  SC-01 FA2020","915","1030","--T-R--","ONLI    ","OnCampus"
"ECON102  PO-02 SP2020128759","ECON102  PO-02 SP2020","935","1050","--T-R--","CA214 ","OnCampus"
"ECON102  SC-01 SP2021139111","ECON102  SC-01 SP2021","1245","1400","--T-R--","ONLI    ","OnCampus"
"ECON107  CM-01 FA2020132253","ECON107  CM-01 FA2020","1430","1545","--T-R--","ONLI    ","OnCampus"
"ECON120  CM-01 SP2020127414","ECON120  CM-01 SP2020","935","1050","-M-W---","BC35  ","OnCampus"
"ECON125  SC-01 SP2021139107","ECON125  SC-01 SP2021","1100","1215","--T-R--","ONLI    ","OnCampus"
"ECON131  PO-01 SP2021138576","ECON131  PO-01 SP2021","1800","1915","-M-W---","ONLISYNC","OnCampus"
"ECON135  CM-01 FA2020132135","ECON135  CM-01 FA2020","915","1030","--T-R--","ONLI    ","OnCampus"
"ECON135  CM-02 FA2020132136","ECON135  CM-02 FA2020","1100","1215","--T-R--","ONLI    ","OnCampus"
"ECON135  PZ-01 SU2020S2134578","ECON135  PZ-01 SU2020S2","1300","1610","-M-W---","ARR    ","OnCampus"
"ECON154  CM-02 FA2020132145","ECON154  CM-02 FA2020","1245","1400","--T-R--","ONLI    ","OnCampus"
"ECON159  PO-01 SP2020128771","ECON159  PO-01 SP2020","1445","1600","--T-R--","CA107 ","OnCampus"
"ECON172  CM-01 SP2020129317","ECON172  CM-01 SP2020","1445","1600","--T-R--","BC22  ","OnCampus"
"ECON172  CM-02 SP2021139036","ECON172  CM-02 SP2021","1100","1215","--T-R--","ONLI    ","OnCampus"
"ECON184  PZ-01 FA2020134190","ECON184  PZ-01 FA2020","915","1030","-M-W---","ONLI    ","OnCampus"
"ECON186  PZ-01 SP2020127336","ECON186  PZ-01 SP2020","1315","1430","-M-W---","FL104 ","OnCampus"
"ECON190  PO-02 SP2021138584","ECON190  PO-02 SP2021","1245","1400","-M-W---","ONLISYNC","OnCampus"
"ECON190  PO-03 SP2021138585","ECON190  PO-03 SP2021","1245","1400","-M-W---","ONLISYNC","OnCampus"
"ENGL012A AF-01 FA2020134309","ENGL012A AF-01 FA2020","1430","1715","---W---","ONLI    ","OnCampus"
"ENGL064B PO-01 SP2020128778","ENGL064B PO-01 SP2020","1900","2150","---W---","CR207 ","OnCampus"
"ENGL077  PO-01 FA2020133132","ENGL077  PO-01 FA2020","1430","1545","-M-W---","ONLIWEB ","OnCampus"
"ENGL078  PO-01 SP2020128782","ENGL078  PO-01 SP2020","1445","1600","--T-R--","CR207 ","OnCampus"
"ENGL093  PO-01 SP2021138592","ENGL093  PO-01 SP2021","1430","1545","-M-W---","ONLISYNC","OnCampus"
"ENGL135  PZ-01 SP2021137330","ENGL135  PZ-01 SP2021","1615","1730","-M-W---","TBA    ","OnCampus"
"ENGL160S SC-01 SP2020127584","ENGL160S SC-01 SP2020","1315","1600","-----F-","HM103 ","OnCampus"
"ENGL181  PZ-01 FA2020134337","ENGL181  PZ-01 FA2020","1245","1545","----R--","ONLI    ","OnCampus"
"ENGL191  PO-04 SP2020126077","ENGL191  PO-04 SP2020","0","0","-------","ARR    ","OnCampus"
"ENGL191  PO-24 FA2020131795","ENGL191  PO-24 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"ENGL199T SC-01 SP2021139663","ENGL199T SC-01 SP2021","0","0","-------","ONLI    ","OnCampus"
"ENGR079  HM-04 FA2020130507","ENGR079  HM-04 FA2020","1000","1100","-M-W---","ONLI    ","OnCampus"
"ENGR084  HM-01 SP2021135792","ENGR084  HM-01 SP2021","1430","1545","-M-W---","ONLI    ","OnCampus"
"ENGR086  HM-01 SP2020122062","ENGR086  HM-01 SP2020","935","1050","-M-W---","SHANB480","OnCampus"
"ENGR086  HM-01 SP2021135795","ENGR086  HM-01 SP2021","0","0","-------","ASYN    ","OnCampus"
"ENGR151  HM-01 SP2020129501","ENGR151  HM-01 SP2020","900","1200","-----F-","PAB181","OnCampus"
"ENGR155  HM-01 FA2020130677","ENGR155  HM-01 FA2020","1430","1715","---W---","ONLI    ","OnCampus"
"ENGR158  HM-01 SP2020129502","ENGR158  HM-01 SP2020","935","1050","-M-W---","SHAN3485","OnCampus"
"ENGR175  HM-01 SP2020129503","ENGR175  HM-01 SP2020","1615","1730","--T-R--","SHAN3466","OnCampus"
"ENGR182  HM-01 SP2021135918","ENGR182  HM-01 SP2021","1615","1730","--T-R--","ONLI    ","OnCampus"
"ENGR185A HM-01 SP2021P1135920","ENGR185A HM-01 SP2021P1","1430","1545","--T-R--","ONLI    ","OnCampus"
"ENGR190ASHM-01 SP2020122184","ENGR190ASHM-01 SP2020","1445","1600","-M-W---","SHAN2475","OnCampus"
"ENGR190AUHM-01 SP2020129530","ENGR190AUHM-01 SP2020","1445","1600","--T-R--","PA1287","OnCampus"
"ENGR191  HM-01 SP2021135927","ENGR191  HM-01 SP2021","0","0","-------","ARR    ","OnCampus"
"FGSS026  SC-01 SP2020127587","FGSS026  SC-01 SP2020","1445","1730","---W---","HIVE127 ","OnCampus"
"FGSS184  SC-02 SP2020130954","FGSS184  SC-02 SP2020","1900","2145","--T----","HM101 ","OnCampus"
"FHS 010  CM-07 SP2021139070","FHS 010  CM-07 SP2021","1245","1400","-M-W---","ONLI    ","OnCampus"
"FHS 010  CM-08 SP2021139071","FHS 010  CM-08 SP2021","1430","1545","-M-W---","ONLI    ","OnCampus"
"FHS 010  CM-09 FA2020133756","FHS 010  CM-09 FA2020","1615","1730","--T-R--","ONLI    ","OnCampus"
"FHS 010  CM-11 SP2020127846","FHS 010  CM-11 SP2020","1100","1215","-M-W---","RN103 ","OnCampus"
"FIN 425  CM-02 SP2020127473","FIN 425  CM-02 SP2020","1100","1215","-M-W---","BC24  ","OnCampus"
"FIN 460  CM-01 FA2020132167","FIN 460  CM-01 FA2020","1245","1400","--T-R--","ONLI    ","OnCampus"
"FREN002  CM-01 SP2021137657","FREN002  CM-01 SP2021","1000","1050","-MTWR--","ONLI    ","OnCampus"
"FREN002  PO-01 SP2021138601","FREN002  PO-01 SP2021","1300","1350","-MTWR--","ONLISYNC","OnCampus"
"FREN011  PO-01 SP2020126237","FREN011  PO-01 SP2020","1615","1715","-M-W---","OLDBFREN","OnCampus"
"FREN013  PO-01 SP2021137562","FREN013  PO-01 SP2021","845","945","-M-W---","ONLIWEB ","OnCampus"
"FREN022  SC-01 SP2020127589","FREN022  SC-01 SP2020","900","950","-MTWR--","BL218 ","OnCampus"
"FREN033  PO-02 FA2020133147","FREN033  PO-02 FA2020","1000","1050","-MTWR--","ONLIWEB ","OnCampus"
"FREN033  PO-02 SP2020128792","FREN033  PO-02 SP2020","1100","1150","-M-W---","MA22  ","OnCampus"
"FREN033  SC-01 FA2020132355","FREN033  SC-01 FA2020","840","930","-MTWR--","ONLI    ","OnCampus"
"FREN115  CM-01 SP2021137661","FREN115  CM-01 SP2021","1245","1400","--T-R--","ONLI    ","OnCampus"
"FREN182  PO-01 SP2020128800","FREN182  PO-01 SP2020","935","1050","--T-R--","MA220 ","OnCampus"
"FS  003  PZ-01 FA2020134777","FS  003  PZ-01 FA2020","1100","1215","--T-R--","ONLI    ","OnCampus"
"FS  013  PZ-01 SP2021137341","FS  013  PZ-01 SP2021","1100","1215","--T-R--","TBA    ","OnCampus"
"FWS 010  CM-01 FA2020133731","FWS 010  CM-01 FA2020","1245","1400","--T-R--","ONLI    ","OnCampus"
"FWS 010  CM-01 SP2020127847","FWS 010  CM-01 SP2020","1100","1215","-M-W---","KRV321 ","OnCampus"
"FWS 010  CM-06 FA2020133736","FWS 010  CM-06 FA2020","1100","1215","-M-W---","ONLI    ","OnCampus"
"GEOL015  PO-01 FA2020133151","GEOL015  PO-01 FA2020","1100","1215","-M-W---","ONLIWEB ","OnCampus"
"GEOL129  PO-01 FA2020133159","GEOL129  PO-01 FA2020","1245","1545","-----F-","ONLIWEB ","OnCampus"
"GEOL181  PO-01 FA2020135060","GEOL181  PO-01 FA2020","840","930","-M-W-F-","ONLIWEB ","OnCampus"
"GEOL181  PO-01 SP2020128809","GEOL181  PO-01 SP2020","1315","1600","-----F-","EDMS136 ","OnCampus"
"GEOL181 LPO-01 FA2020135061","GEOL181 LPO-01 FA2020","1245","1545","--T----","ONLIWEB ","OnCampus"
"GERM002  SC-01 SP2020127647","GERM002  SC-01 SP2020","935","1050","--T-R--","HM104 ","OnCampus"
"GERM108  SC-01 FA2020134122","GERM108  SC-01 FA2020","915","1030","---W---","ONLI    ","OnCampus"
"GOVT020  CM-06 SP2021137505","GOVT020  CM-06 SP2021","1245","1400","--T-R--","ONLI    ","OnCampus"
"GOVT020  CM-09 SP2020129650","GOVT020  CM-09 SP2020","1315","1430","-M-W---","RN15  ","OnCampus"
"GOVT041B CM-01 SP2020127522","GOVT041B CM-01 SP2020","1830","2030","--T-R--","ADDAVD","OnCampus"
"GOVT065  CM-01 SP2021137521","GOVT065  CM-01 SP2021","1430","1545","--T-R--","ONLI    ","OnCampus"
"GOVT070  CM-01 FA2020132366","GOVT070  CM-01 FA2020","915","1030","--T-R--","ONLI    ","OnCampus"
"GOVT070  CM-02 SP2020127530","GOVT070  CM-02 SP2020","935","1050","--T-R--","KRV161 ","OnCampus"
"GOVT080  CM-01 FA2020132368","GOVT080  CM-01 FA2020","1245","1400","-M-W---","ONLI    ","OnCampus"
"GOVT105  CM-01 FA2020132371","GOVT105  CM-01 FA2020","1430","1545","--T-R--","ONLI    ","OnCampus"
"GOVT112A CM-01 FA2020132374","GOVT112A CM-01 FA2020","1100","1215","-M-W---","ONLI    ","OnCampus"
"GOVT112A CM-01 SP2021137640","GOVT112A CM-01 SP2021","1100","1215","--T-R--","ONLI    ","OnCampus"
"GOVT112B CM-01 FA2020132373","GOVT112B CM-01 FA2020","1100","1215","--T-R--","ONLI    ","OnCampus"
"GOVT119  CM-01 FA2020132377","GOVT119  CM-01 FA2020","1245","1400","--T-R--","ONLI    ","OnCampus"
"GOVT130  CM-01 FA2020132378","GOVT130  CM-01 FA2020","1245","1400","-M-W---","ONLI    ","OnCampus"
"GOVT137B CM-02 FA2020135240","GOVT137B CM-02 FA2020","0","0","-------","ARR    ","OnCampus"
"GOVT157S CM-01 SP2021137704","GOVT157S CM-01 SP2021","1245","1400","-M-W---","ONLI    ","OnCampus"
"GOVT157SBCM-01 SP2021139626","GOVT157SBCM-01 SP2021","1615","1730","---W---","ONLI    ","OnCampus"
"GOVT172  CM-01 SP2021137713","GOVT172  CM-01 SP2021","1245","1400","-M-W---","ONLI    ","OnCampus"
"GWS 026  PO-01 SP2020128822","GWS 026  PO-01 SP2020","1100","1215","-M-W---","CR02  ","OnCampus"
"HIST014  PO-01 FA2020133176","HIST014  PO-01 FA2020","1245","1400","--T-R--","ONLIWEB ","OnCampus"
"HIST025  PZ-01 SP2020127992","HIST025  PZ-01 SP2020","935","1050","-M-W---","FL112 ","OnCampus"
"HIST047  PO-01 FA2020133182","HIST047  PO-01 FA2020","1245","1400","--T-R--","ONLIWEB ","OnCampus"
"HIST060  PO-01 SP2021138644","HIST060  PO-01 SP2021","1100","1150","-M-W-F-","ONLISYNC","OnCampus"
"HIST113  CM-01 SP2020127977","HIST113  CM-01 SP2020","1315","1430","-M-W---","RN103 ","OnCampus"
"HIST114  SC-01 SP2020127619","HIST114  SC-01 SP2020","1445","1600","--T-R--","HM202 ","OnCampus"
"HIST118  PO-01 FA2020134537","HIST118  PO-01 FA2020","1245","1545","---W---","ONLIWEB ","OnCampus"
"HIST119  CM-01 FA2020132017","HIST119  CM-01 FA2020","915","1030","-M-W---","ONLI    ","OnCampus"
"HIST120  CM-01 SP2020127353","HIST120  CM-01 SP2020","935","1050","--T-R--","KRV321 ","OnCampus"
"HIST128  CM-02 SP2020127348","HIST128  CM-02 SP2020","1100","1215","-M-W---","RS104 ","OnCampus"
"HIST162  PZ-01 SP2021139731","HIST162  PZ-01 SP2021","1245","1545","-----F-","TBA    ","OnCampus"
"HIST166IOSC-01 SP2020127624","HIST166IOSC-01 SP2020","1300","1600","---W---","DEHOLB","OnCampus"
"HIST168  PO-01 FA2020133192","HIST168  PO-01 FA2020","1430","1545","--T-R--","ONLIWEB ","OnCampus"
"HIST191  PO-04 SP2021139855","HIST191  PO-04 SP2021","0","0","-------","ARR    ","OnCampus"
"HIST197  PZ-01 FA2020134208","HIST197  PZ-01 FA2020","1430","1545","-M-W---","ONLI    ","OnCampus"
"HIST197D SC-01 SU2020S5134857","HIST197D SC-01 SU2020S5","1800","2030","-M-W-F-","ARR    ","OnCampus"
"HSA 010  HM-02 SP2021135946","HSA 010  HM-02 SP2021","810","925","--T-R--","ONLI    ","OnCampus"
"HSA 010  HM-04 SP2020122217","HSA 010  HM-04 SP2020","935","1050","--T-R--","SHAN2425","OnCampus"
"HSA 010  HM-15 SP2020129707","HSA 010  HM-15 SP2020","935","1050","--T-R--","SHAN2407","OnCampus"
"ID  001  PO-05 FA2020134862","ID  001  PO-05 FA2020","1100","1215","--T-R--","ONLIWEB ","OnCampus"
"ID  001  PO-23 FA2020134880","ID  001  PO-23 FA2020","1100","1215","--T-R--","ONLIWEB ","OnCampus"
"ID  001  PO-26 FA2020134883","ID  001  PO-26 FA2020","1100","1215","--T-R--","ONLIWEB ","OnCampus"
"ID  199P4PO-01 SP2021139875","ID  199P4PO-01 SP2021","1615","1715","--T-R--","ONLIWEB ","OnCampus"
"JAPN001A PO-02 FA2020133200","JAPN001A PO-02 FA2020","730","845","--T-R--","ONLIWEB ","OnCampus"
"JAPN001B PO-03 SP2020128847","JAPN001B PO-03 SP2020","935","1050","--T-R--","MA1   ","OnCampus"
"JAPN012A PO-01 FA2020134528","JAPN012A PO-01 FA2020","2000","2100","-M-W---","ONLIWEB ","OnCampus"
"JAPN013  PO-01 SP2021137584","JAPN013  PO-01 SP2021","1615","1715","--T-R--","ONLIWEB ","OnCampus"
"JAPN014B PO-01 SP2020128849","JAPN014B PO-01 SP2020","1900","2000","-M-W---","MA3   ","OnCampus"
"JAPN051B PO-01 SP2020128850","JAPN051B PO-01 SP2020","900","950","-M-W---","MA1   ","OnCampus"
"JAPN111A PO-01 FA2020133208","JAPN111A PO-01 FA2020","1000","1050","-M-W---","ONLIWEB ","OnCampus"
"KRNT130  CM-01 SP2021137667","KRNT130  CM-01 SP2021","1100","1215","-M-W---","ONLI    ","OnCampus"
"LATN022  PO-01 SP2021139102","LATN022  PO-01 SP2021","0","0","-------","ONLIASYN","OnCampus"
"LATN044  SC-01 SP2021139240","LATN044  SC-01 SP2021","1100","1215","-M-W---","ONLI    ","OnCampus"
"LEAD010  CM-01 FA2020132233","LEAD010  CM-01 FA2020","915","1030","--T-R--","ONLI    ","OnCampus"
"LEAD179D HM-02 SP2021139693","LEAD179D HM-02 SP2021","1100","1215","-----F-","ONLI    ","OnCampus"
"LGCS010  PO-02 SP2021138680","LGCS010  PO-02 SP2021","1430","1545","-M-W---","ONLISYNC","OnCampus"
"LGCS011  PO-01 FA2020133219","LGCS011  PO-01 FA2020","1100","1215","-M-W---","ONLIWEB ","OnCampus"
"LGCS120  PO-01 SP2021138687","LGCS120  PO-01 SP2021","1245","1400","--T-R--","ONLISYNC","OnCampus"
"LGCS121  PO-01 FA2020133224","LGCS121  PO-01 FA2020","1245","1400","-M-W---","ONLIWEB ","OnCampus"
"LGCS121  PO-01 SP2020128866","LGCS121  PO-01 SP2020","1445","1600","--T-R--","LINC1135","OnCampus"
"LGCS191  PO-08 SP2020126109","LGCS191  PO-08 SP2020","0","0","-------","ARR    ","OnCampus"
"LGCS191  PO-48 SP2020126231","LGCS191  PO-48 SP2020","0","0","-------","ARR    ","OnCampus"
"LIT 030  CM-01 SP2020127730","LIT 030  CM-01 SP2020","1000","1230","--T-R--","WSTQ116","OnCampus"
"LIT 060  CM-01 FA2020134151","LIT 060  CM-01 FA2020","1245","1400","--T-R--","ONLI    ","OnCampus"
"LIT 099  CM-01 SP2021139296","LIT 099  CM-01 SP2021","1245","1400","-M-W---","ONLI    ","OnCampus"
"LIT 130  CM-01 SP2021139126","LIT 130  CM-01 SP2021","1245","1545","-----F-","ONLI    ","OnCampus"
"LIT 134  CM-01 SP2020127727","LIT 134  CM-01 SP2020","1800","2200","--T----","BCPICK","OnCampus"
"LIT 136  CM-01 FA2020133750","LIT 136  CM-01 FA2020","1430","1545","-M-W---","ONLI    ","OnCampus"
"MATH001  PO-01 SP2020128871","MATH001  PO-01 SP2020","1100","1215","---W-F-","ML2141","OnCampus"
"MATH010D PZ-01 FA2020134493","MATH010D PZ-01 FA2020","1245","1545","---W---","ONLI    ","OnCampus"
"MATH019  HM-01 FA2020130717","MATH019  HM-01 FA2020","935","1050","--T-R--","ONLI    ","OnCampus"
"MATH030  CM-02 SP2020127668","MATH030  CM-02 SP2020","900","950","-M-W-F-","RN15  ","OnCampus"
"MATH030  CM-02 SP2021137777","MATH030  CM-02 SP2021","1615","1730","-M-W---","ONLI    ","OnCampus"
"MATH030  CM-04 FA2020134159","MATH030  CM-04 FA2020","915","1030","-M-W---","ONLI    ","OnCampus"
"MATH030  PZ-01 FA2020134342","MATH030  PZ-01 FA2020","1000","1050","-M-W-F-","ONLI    ","OnCampus"
"MATH031  PO-01 SP2020128873","MATH031  PO-01 SP2020","1000","1050","-M-W-F-","ML1021","OnCampus"
"MATH032H CM-01 FA2020132077","MATH032H CM-01 FA2020","730","845","--T-R--","ONLI    ","OnCampus"
"MATH060  SC-01 SP2021139163","MATH060  SC-01 SP2021","1245","1400","--T-R--","ONLI    ","OnCampus"
"MATH082  HM-03 FA2020131139","MATH082  HM-03 FA2020","1000","1050","-M-W-F-","SHAN3485","OnCampus"
"MATH131  CM-01 FA2020132067","MATH131  CM-01 FA2020","915","1030","-M-W---","ONLI    ","OnCampus"
"MATH131  SC-01 FA2020132407","MATH131  SC-01 FA2020","1430","1545","--T-R--","ONLI    ","OnCampus"
"MATH143  HM-01 SP2020129483","MATH143  HM-01 SP2020","1445","1600","-M-W---","SHAN3465","OnCampus"
"MATH145  PZ-01 FA2020134469","MATH145  PZ-01 FA2020","1245","1400","--T-R--","ONLI    ","OnCampus"
"MATH150  PO-01 SP2021139516","MATH150  PO-01 SP2021","0","0","-------","ONLIASYN","OnCampus"
"MATH158  PO-01 SP2020128891","MATH158  PO-01 SP2020","1315","1430","--T-R--","ML1021","OnCampus"
"MATH158  PO-01 SP2021138720","MATH158  PO-01 SP2021","1245","1400","--T-R--","ONLISYNC","OnCampus"
"MATH160  CM-01 SP2021137785","MATH160  CM-01 SP2021","1000","1050","-M-W-F-","ONLI    ","OnCampus"
"MATH165  CM-01 SP2020127684","MATH165  CM-01 SP2020","1000","1050","-M-W-F-","RN12  ","OnCampus"
"MATH171  HM-01 SU2020131007","MATH171  HM-01 SU2020","915","1130","-M-W-F-","ARR    ","OnCampus"
"MATH171  PO-01 SP2021138721","MATH171  PO-01 SP2021","1245","1400","-M-W---","ONLISYNC","OnCampus"
"MATH171  PO-01 SP2021139517","MATH171  PO-01 SP2021","0","0","-------","ONLIASYN","OnCampus"
"MATH183  SC-01 SP2020129272","MATH183  SC-01 SP2020","1100","1150","-M-W-F-","HM121 ","OnCampus"
"MATH189R HM-01 SU2020S2134488","MATH189R HM-01 SU2020S2","1830","2145","--T-R--","ARR    ","OnCampus"
"MATH191  PO-04 SP2021139518","MATH191  PO-04 SP2021","1245","1400","-----F-","ONLISYNC","OnCampus"
"MATH197  HM-03 SP2021136015","MATH197  HM-03 SP2021","1100","1150","--T----","ONLI    ","OnCampus"
"MATH197  HM-05 SP2020129743","MATH197  HM-05 SP2020","1100","1150","--T----","SHAN2450","OnCampus"
"MATH198  HM-02 SP2020122291","MATH198  HM-02 SP2020","935","1050","----R--","SHAN2454","OnCampus"
"MATH198  HM-02 SP2021139434","MATH198  HM-02 SP2021","915","1030","--T----","ONLI    ","OnCampus"
"MATH198  HM-03 SP2020129490","MATH198  HM-03 SP2020","1615","1730","-M-----","SHAN2454","OnCampus"
"MATH198  HM-04 SP2020129491","MATH198  HM-04 SP2020","1615","1730","-M-----","SHAN2450","OnCampus"
"MATH199  HM-01 FA2020130789","MATH199  HM-01 FA2020","1615","1730","---W---","ONLI    ","OnCampus"
"MATH199  HM-01 SP2020122293","MATH199  HM-01 SP2020","1615","1730","---W---","SHANB460","OnCampus"
"MCBI118B HM-01 SP2021P2136038","MCBI118B HM-01 SP2021P2","1245","1400","-M-W---","ONLI    ","OnCampus"
"MCBI199  HM-01 SP2021136039","MCBI199  HM-01 SP2021","0","0","-------","ARR    ","OnCampus"
"MES 191  PO-04 SP2021139832","MES 191  PO-04 SP2021","0","0","-------","ONLIASYN","OnCampus"
"MLLC155  PZ-01 SP2021139578","MLLC155  PZ-01 SP2021","1245","1545","-----F-","TBA    ","OnCampus"
"MOBI188  PO-01 FA2020133259","MOBI188  PO-01 FA2020","1245","1630","-M-----","ONLIWEB ","OnCampus"
"MOBI191A PO-01 SP2020131144","MOBI191A PO-01 SP2020","0","0","-------","ARR    ","OnCampus"
"MOBI191A PO-04 FA2020131821","MOBI191A PO-04 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"MOBI191B PO-20 SP2021140007","MOBI191B PO-20 SP2021","0","0","-------","ONLIASYN","OnCampus"
"MOBI194A PO-32 FA2020131850","MOBI194A PO-32 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"MOBI194A PO-56 FA2020131856","MOBI194A PO-56 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"MOBI194B PO-24 SP2021140022","MOBI194B PO-24 SP2021","0","0","-------","ONLIASYN","OnCampus"
"MOBI194B PO-44 SP2021140027","MOBI194B PO-44 SP2021","0","0","-------","ONLIASYN","OnCampus"
"MOBI194B PO-56 SP2021140030","MOBI194B PO-56 SP2021","0","0","-------","ONLIASYN","OnCampus"
"MS  049  PZ-01 SP2020129208","MS  049  PZ-01 SP2020","1100","1215","-M-W---","WSTQ120","OnCampus"
"MS  053  SC-01 FA2020134133","MS  053  SC-01 FA2020","1000","1230","-M-W---","ONLI    ","OnCampus"
"MS  082  PZ-01 SU2020S2134582","MS  082  PZ-01 SU2020S2","900","1210","-M-W---","ARR    ","OnCampus"
"MS  092  PO-01 SP2021138728","MS  092  PO-01 SP2021","1245","1400","-M-W---","ONLISYNC","OnCampus"
"MS  131  PO-01 SP2020128908","MS  131  PO-01 SP2020","1445","1600","-M-W---","CR02  ","OnCampus"
"MS  138  SC-01 FA2020134128","MS  138  SC-01 FA2020","1430","1715","----R--","ONLI    ","OnCampus"
"MS  150  PO-01 FA2020134035","MS  150  PO-01 FA2020","1100","1215","-M-W---","ONLIWEB ","OnCampus"
"MS  170  HM-01 FA2020130791","MS  170  HM-01 FA2020","915","1030","--T-R--","ONLI    ","OnCampus"
"MS  175  PZ-01 SP2021139533","MS  175  PZ-01 SP2021","1430","1715","----R--","TBA    ","OnCampus"
"MS  182  HM-01 FA2020130794","MS  182  HM-01 FA2020","1315","1545","---W---","ONLI    ","OnCampus"
"MS  196  PZ-01 SP2020129698","MS  196  PZ-01 SP2020","0","0","-------","ARR    ","OnCampus"
"MSL 101B CM-01 SP2021137431","MSL 101B CM-01 SP2021","900","950","-----F-","ONLI    ","OnCampus"
"MSL 102B CM-01 SP2020127383","MSL 102B CM-01 SP2020","1000","1050","-----F-","BC1   ","OnCampus"
"MUS 007  PO-02 SP2020128916","MUS 007  PO-02 SP2020","1445","1545","-M-W---","REM102 ","OnCampus"
"MUS 015  PO-01 SP2021137333","MUS 015  PO-01 SP2021","0","0","-------","ARR    ","OnCampus"
"MUS 015  PO-01 SP2021138734","MUS 015  PO-01 SP2021","0","0","-------","ONLISYNC","OnCampus"
"MUS 033  PO-01 SP2020128923","MUS 033  PO-01 SP2020","1830","2030","--T-R--","LBHALL","OnCampus"
"MUS 060  PO-01 FA2020133280","MUS 060  PO-01 FA2020","1430","1545","--T-R--","ONLIWEB ","OnCampus"
"MUS 065  PO-01 SP2021138745","MUS 065  PO-01 SP2021","1430","1545","--T-R--","ONLISYNC","OnCampus"
"MUS 067  HM-01 FA2020134092","MUS 067  HM-01 FA2020","1245","1530","-----F-","ONLI    ","OnCampus"
"MUS 080  PO-01 SP2020128934","MUS 080  PO-01 SP2020","1000","1050","-M-W-F-","THAT210 ","OnCampus"
"MUS 080 LPO-02 SP2021138748","MUS 080 LPO-02 SP2021","1100","1150","-M-W---","ONLISYNC","OnCampus"
"MUS 082  PO-01 SP2020128937","MUS 082  PO-01 SP2020","1315","1430","-M-W---","THAT109 ","OnCampus"
"MUS 085  SC-01 SP2020127912","MUS 085  SC-01 SP2020","0","0","-------","ARR    ","OnCampus"
"MUS 085  SC-01 SP2021139320","MUS 085  SC-01 SP2021","0","0","-------","ONLI    ","OnCampus"
"MUS 088  PO-01 SP2021138751","MUS 088  PO-01 SP2021","1430","1545","-M-W---","ONLISYNC","OnCampus"
"MUS 089  SC-01 SP2021139300","MUS 089  SC-01 SP2021","0","0","--T-R--","ONLI    ","OnCampus"
"MUS 092F SC-02 SP2021139733","MUS 092F SC-02 SP2021","0","0","--T-R--","ONLI    ","OnCampus"
"MUS 092H SC-03 FA2020136360","MUS 092H SC-03 FA2020","0","0","---W---","ONLI    ","OnCampus"
"MUS 119  SC-01 SP2021139307","MUS 119  SC-01 SP2021","1245","1400","-M-W---","ONLI    ","OnCampus"
"MUS 120  SC-01 SP2021139259","MUS 120  SC-01 SP2021","1245","1400","--T-R--","ONLI    ","OnCampus"
"MUS 170H SC-03 SP2021139308","MUS 170H SC-03 SP2021","0","0","---W---","ONLI    ","OnCampus"
"MUS 177F SC-01 FA2020133545","MUS 177F SC-01 FA2020","0","0","-------","ONLI    ","OnCampus"
"MUS 177H SC-01 SP2021139269","MUS 177H SC-01 SP2021","0","0","-------","ONLI    ","OnCampus"
"MUS 190  PO-01 FA2020133554","MUS 190  PO-01 FA2020","1245","1400","--T----","ONLIWEB ","OnCampus"
"NEUR123  PO-01 SP2021138760","NEUR123  PO-01 SP2021","0","0","-------","ONLIASYN","OnCampus"
"NEUR149  KS-01 SP2020127972","NEUR149  KS-01 SP2020","935","1050","-M-W---","AV201 ","OnCampus"
"NEUR168 LPO-01 SP2021138762","NEUR168 LPO-01 SP2021","1245","1545","---W---","ONLISYNC","OnCampus"
"NEUR191  KS-01 SP2020129865","NEUR191  KS-01 SP2020","0","0","-------","ARR    ","OnCampus"
"NEUR191  PO-08 FA2020131860","NEUR191  PO-08 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"NEUR191  PO-16 SP2021139382","NEUR191  PO-16 SP2021","0","0","-------","ONLIASYN","OnCampus"
